
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000782                       # Number of seconds simulated (Second)
simTicks                                    781997000                       # Number of ticks simulated (Tick)
finalTick                                   781997000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      5.44                       # Real time elapsed on the host (Second)
hostTickRate                                143818635                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1201732                       # Number of bytes of host memory used (Byte)
simInsts                                      1428746                       # Number of instructions simulated (Count)
simOps                                        2540057                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   262758                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     467136                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                           781998                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.547332                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.827046                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         2671969                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      337                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        2636043                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    401                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               132243                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            167378                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 289                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              742209                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.551618                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.461231                       # Number of insts issued each cycle (Count)
system.l2bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst               162                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data               860                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 1022                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst              162                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data              860                       # number of overall hits (Count)
system.l2cache.overallHits::total                1022                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             907                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            1164                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               2071                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst            907                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           1164                       # number of overall misses (Count)
system.l2cache.overallMisses::total              2071                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst     88919000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    113801000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     202720000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst     88919000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    113801000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    202720000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          1069                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data          2024                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total             3093                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         1069                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data         2024                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total            3093                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.848457                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.575099                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.669576                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.848457                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.575099                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.669576                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 98036.383682                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 97767.182131                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 97885.079672                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 98036.383682                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 97767.182131                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 97885.079672                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.demandMshrMisses::cpu.inst          907                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data         1164                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total           2071                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst          907                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data         1164                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total          2071                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst     70779000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data     90521000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total    161300000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst     70779000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data     90521000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total    161300000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.848457                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.575099                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.669576                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.848457                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.575099                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::total     0.669576                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.demandAvgMshrMissLatency::cpu.inst 78036.383682                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::cpu.data 77767.182131                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::total 77885.079672                       # average overall mshr miss latency ((Tick/Count))
